Animal ID,Diet,SDNN,RMSSD,LF,HF,LF/HF,timepoint,dose,Trt Code,
18,ND,19.76214641,17.52518404,49.88850373,3.371667969,14.79638689,dobutamine only,0.5 mg/kg,ND-dobutamine only-0.5 mg/kg,-
18,ND,16.33444042,11.19853024,45.13394084,4.59014187,9.832798663,dobutamine only,0.5 mg/kg,ND-dobutamine only-0.5 mg/kg,-
18,ND,18.8595905,9.36133048,19.5450787,3.748527161,5.214068849,dobutamine only,0.5 mg/kg,ND-dobutamine only-0.5 mg/kg,-
18,ND,14.08837741,11.62041461,38.83091693,10.57174906,3.673083489,dobutamine only,0.5 mg/kg,ND-dobutamine only-0.5 mg/kg,-
18,ND,.,.,.,.,.,dobutamine only,0.5 mg/kg,ND-dobutamine only-0.5 mg/kg,-
2,VDD,1.674540263,1.047547502,0.06447227156,0.08211952298,0.7851028504,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
2,VDD,3.323986897,1.313691807,0.09253540221,0.06550416332,1.41266444,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
2,VDD,1.847930018,1.127618366,0.04884222285,0.05853282701,0.8344415492,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
2,VDD,0.9357858626,1.449961751,0.1067096064,0.1354016375,0.7880968679,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
2,VDD,0.8164614134,1.074090185,0.01003930021,0.06659944429,0.1507415011,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
2,VDD,0.9162914117,1.432250638,0.1527905846,0.1639989826,0.9316556855,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
2,VDD,1.198445411,1.49127985,0.222641446,0.2039961139,1.091400428,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
2,VDD,1.387318674,1.743617219,0.8549155526,0.2564164503,3.334090116,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
3,VDD,2.05374279,2.303977884,0.07677880298,0.270535672,0.2838028805,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
3,VDD,2.230179143,2.921558899,0.3061390941,0.2500012209,1.224550396,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
3,VDD,2.293613148,3.299204405,0.1647015712,0.1570756169,1.048549574,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
3,VDD,4.396629523,7.217832058,1.536597118,3.568371511,0.4306157903,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
3,VDD,3.004170465,4.7395314,1.211604183,1.024607755,1.18250538,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
4,VDD,1.534023705,1.16248978,0.0718700486,0.07581910301,0.9479147833,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
4,VDD,2.677756435,1.638950127,1.917950048,0.4409648229,4.349440021,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
4,VDD,3.723967788,2.836999801,0.7676912449,0.2726108134,2.816070409,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
4,VDD,6.462118624,4.204897076,6.864942339,1.382638445,4.965103036,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
4,VDD,8.103537031,3.468068105,6.392529861,0.7572344083,8.441943196,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
4,VDD,5.741717329,3.441190353,6.824104324,0.7053505033,9.674770618,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
5,VDD,.,.,.,.,.,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
5,VDD,4.550719228,5.343426258,6.661516247,1.018095655,6.543114309,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
5,VDD,3.566576311,4.166095316,5.105735899,0.8477464475,6.022715771,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
5,VDD,.,.,.,.,.,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
5,VDD,.,.,.,.,.,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
5,VDD,.,.,.,.,.,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
5,VDD,3.705793091,4.534690496,0.2161884126,0.202910642,1.065436541,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
5,VDD,1.175693647,1.321249502,0.05163973534,0.1412177463,0.3656745466,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
5,VDD,4.400053078,5.691356746,2.250044232,1.919923798,1.17194455,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
5,VDD,.,.,.,.,.,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
6,VDD,1.867472621,2.058993123,0.1735821448,0.2694572175,0.6441918551,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
6,VDD,1.031284215,0.9868902851,0.3098137157,0.1544486823,2.005933046,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
6,VDD,1.986453692,1.831510409,0.2650889584,0.4800341527,0.5522293715,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
6,VDD,1.69013738,1.591837638,0.3305991315,0.369784487,0.8940319106,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
6,VDD,2.642960255,2.341156265,0.9486051993,0.5027649896,1.886776563,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
6,VDD,2.898431503,2.470691512,0.8773386032,0.6082243198,1.442458933,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
6,VDD,4.437559896,3.102123584,1.42954784,1.017960969,1.404324806,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
6,VDD,2.544510953,2.503189455,4.008738163,0.6266641199,6.396948597,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
8,VDD,0.8700034386,0.8668516852,0.0908958538,0.0481604754,1.887353749,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
8,VDD,1.081183936,1.125326844,0.08718374382,0.0587035396,1.4851531,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
8,VDD,1.723767273,1.19563927,0.1277897212,0.1202351022,1.062832059,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
8,VDD,3.073622416,1.470844501,0.1022205598,0.0761601001,1.342179956,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
8,VDD,2.478130078,2.408670352,0.5672244133,0.4301758003,1.318587454,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
8,VDD,4.579988238,3.899367037,3.954694138,1.487355732,2.658875784,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
8,VDD,6.517507119,5.486891493,11.94451639,2.270769636,5.260118067,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
8,VDD,7.304068676,5.330441393,4.628642092,1.391311984,3.326818244,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
8,VDD,8.090272593,6.598918634,14.79842094,3.155911905,4.689110908,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
8,VDD,8.891974419,5.678272146,13.841269,3.252131394,4.256060818,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
8,VDD,1.214558258,0.9792604195,0.04604915862,0.06123101947,0.7520560496,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
9,VDD,1.562193613,1.339212627,0.7985915946,0.2278851315,3.504360241,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
9,VDD,1.186023611,0.9177921019,0.08849220544,0.06359076357,1.391588974,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
9,VDD,1.341915182,1.030168538,0.08628211384,0.08708539323,0.9907759573,dobutamine only,1.5 mg/kg,VDD-dobutamine only-1.5 mg/kg,-
